frame,timestamp_seconds,left_knee_angle,right_knee_angle,left_knee_x,left_knee_y,right_knee_x,right_knee_y
23,0.7672,162.9844281414759,151.71600554654358,0.41241881251335144,0.7385658025741577,0.4997461438179016,0.7453309297561646
24,0.8006,171.8122367613601,157.22203500964181,0.41763049364089966,0.7417854070663452,0.48395755887031555,0.7447327971458435
25,0.8339,123.49512438297955,173.59128813096714,0.44128894805908203,0.7408148646354675,0.4395756721496582,0.7439243197441101
26,0.8673,165.0326351258323,159.88508770376313,0.4270560145378113,0.7407363653182983,0.4513438045978546,0.7405418753623962
27,0.9006,175.81255315286606,149.6754867796648,0.42330411076545715,0.7367913722991943,0.4539337456226349,0.7386959791183472
28,0.934,173.33166752013898,150.1166279206118,0.41189441084861755,0.7372021079063416,0.44924089312553406,0.7384940981864929
29,0.9673,164.87255253601958,149.6987474178398,0.39428701996803284,0.7344338893890381,0.42062798142433167,0.7335448265075684
30,1.0007,164.66494541334197,159.3988474162742,0.3878631889820099,0.7307621240615845,0.4022773802280426,0.7291557192802429
31,1.034,161.4535196830505,158.59198610788565,0.3795176148414612,0.7256780862808228,0.3903302848339081,0.721426784992218
32,1.0674,163.7447459942816,160.83751688429678,0.3737297058105469,0.7231743335723877,0.38338539004325867,0.7188280820846558
33,1.1008,165.61071374228723,165.1271199402601,0.37609148025512695,0.7243609428405762,0.3640221357345581,0.7167424559593201
34,1.1341,169.85468820100138,169.1000192642595,0.3812175989151001,0.7246710062026978,0.3601556420326233,0.7169236540794373
35,1.1675,167.9136597310211,175.34040380181955,0.3811071813106537,0.7250190377235413,0.3575453758239746,0.7172952890396118
36,1.2008,162.9839573158101,174.29964217357286,0.3731220066547394,0.725321888923645,0.35494938492774963,0.7180565595626831
37,1.2342,160.63053060422527,171.44484697129963,0.367119699716568,0.7269434332847595,0.3478841781616211,0.7194918990135193
38,1.2675,162.56136074457086,166.29662752468536,0.35342374444007874,0.7273457050323486,0.34861546754837036,0.7206583619117737
39,1.3009,159.2427126265768,173.46434113054264,0.356282114982605,0.7273895144462585,0.34323206543922424,0.7208653688430786
40,1.3343,154.08036689146795,159.88202307462714,0.3521973788738251,0.7285133600234985,0.320516437292099,0.7209252715110779
41,1.3676,150.33381751264372,162.40835862675664,0.3524210751056671,0.7316667437553406,0.3230218291282654,0.7236336469650269
42,1.401,146.73560563616417,159.86577645413465,0.352026104927063,0.7345262765884399,0.3243005871772766,0.7274159789085388
43,1.4343,140.4762745123886,156.3556743185554,0.3493439853191376,0.7349871397018433,0.32560884952545166,0.7275494337081909
44,1.4677,131.23541889417564,143.7738929265486,0.34568488597869873,0.731390118598938,0.3304504454135895,0.7262800931930542
45,1.501,128.21157627871804,139.37317236011125,0.34853020310401917,0.728665828704834,0.3472283184528351,0.7219291925430298
46,1.5344,121.98104006201129,134.89468564546664,0.34937000274658203,0.7265962958335876,0.3704632520675659,0.7177802324295044
47,1.5677,120.92734969871222,143.4384701009769,0.3507021367549896,0.7266676425933838,0.3937126398086548,0.7155161499977112
48,1.6011,124.02045166209713,159.18411351431,0.3510357439517975,0.7236536145210266,0.4176025986671448,0.7161756753921509
49,1.6345,126.76180676275952,161.87221075642424,0.3515593409538269,0.7240612506866455,0.4231919050216675,0.7190269827842712
50,1.6678,135.17590576765207,165.013975644105,0.3519798219203949,0.7249886989593506,0.43374165892601013,0.7256790399551392
51,1.7012,157.95791808169253,170.11959309867868,0.36782023310661316,0.7230166792869568,0.43294286727905273,0.72543865442276
52,1.7345,173.06102428669115,170.27845528073738,0.38198286294937134,0.7185394167900085,0.43197011947631836,0.7253077626228333
53,1.7679,178.97552249130229,164.129117936759,0.3853727877140045,0.7166706323623657,0.4265361726284027,0.7252528667449951
54,1.8012,175.9192568753401,162.806142547175,0.3818608820438385,0.7121520638465881,0.42684099078178406,0.7251356840133667
55,1.8346,179.6591627414785,162.47028616556346,0.38278645277023315,0.7111068964004517,0.4230155348777771,0.7241365313529968
56,1.868,174.6940428930916,164.22831865013762,0.3716009557247162,0.7105556130409241,0.42280033230781555,0.723426342010498
57,1.9013,177.4570363483694,166.45299969896766,0.3712925612926483,0.7116237282752991,0.4186803698539734,0.7272700667381287
58,1.9347,172.0676495126415,158.3713046150265,0.3968598544597626,0.7132558822631836,0.3888230323791504,0.7226092219352722
59,1.968,179.07449533135696,154.42558430333617,0.40489259362220764,0.7222553491592407,0.3560476005077362,0.7211760878562927
60,2.0014,178.5928070632611,158.34977151713963,0.39963406324386597,0.7234258651733398,0.35753509402275085,0.7221516370773315
61,2.0347,169.01615782516657,160.47001105874332,0.3775748610496521,0.7229995727539062,0.3623170256614685,0.7240045666694641
62,2.0681,171.00478326704962,157.32359731081482,0.36879590153694153,0.7227800488471985,0.3477899730205536,0.7228831052780151
63,2.1014,174.33942529367263,150.89108244573853,0.3269224762916565,0.7214919328689575,0.35548070073127747,0.7247923612594604
64,2.1348,171.88257337765532,155.75404084188247,0.2990742623806,0.7175270915031433,0.3490285873413086,0.7226241230964661
65,2.1682,152.16917986659692,146.3259785027705,0.2859729528427124,0.7145618200302124,0.3291880190372467,0.7177959084510803
66,2.2015,155.95349372212678,146.43454023453188,0.28514572978019714,0.7089288830757141,0.32238829135894775,0.707828164100647
67,2.2349,158.45665299054824,146.4196425959263,0.28884461522102356,0.7088620662689209,0.3257938325405121,0.706957221031189
68,2.2682,161.22503270022574,159.96584932204294,0.2921515107154846,0.7080124020576477,0.31148239970207214,0.7023517489433289
69,2.3016,160.37692102442043,156.84058648295124,0.288293719291687,0.7087334394454956,0.303898423910141,0.7031452655792236
70,2.3349,158.55699633757536,157.40759261787986,0.2842794954776764,0.7091562151908875,0.2975647747516632,0.7033590078353882
71,2.3683,159.08585318828491,156.57318239665247,0.2782912850379944,0.7087552547454834,0.29933035373687744,0.702427089214325
72,2.4017,161.36485926229463,155.36131837875564,0.2774837911128998,0.710515558719635,0.30006563663482666,0.7030113935470581
73,2.435,162.44170758359297,157.76250056652478,0.2724266052246094,0.7098646759986877,0.3002895712852478,0.7026674151420593
74,2.4684,157.752772806655,158.1969138517663,0.2699003219604492,0.7099754810333252,0.30083999037742615,0.7009892463684082
75,2.5017,157.3557445190855,152.5427142440707,0.26789289712905884,0.7100504636764526,0.2906668782234192,0.7015219330787659
76,2.5351,157.3437861191872,154.2545310656922,0.2628462612628937,0.7092219591140747,0.28768840432167053,0.700353741645813
77,2.5684,153.23080887694547,,0.25682374835014343,0.7086710929870605,,
78,2.6018,159.73995429234347,,0.26254457235336304,0.708731472492218,,
79,2.6351,157.30396817177984,,0.2628452479839325,0.7112405896186829,,
80,2.6685,157.91148106906851,,0.2649069130420685,0.7118877172470093,,
81,2.7019,157.70435583544852,,0.26542919874191284,0.7124192118644714,,
82,2.7352,157.16163321502475,,0.2660692036151886,0.7086963057518005,,
83,2.7686,167.50473334707985,,0.2751585841178894,0.7092248201370239,,
84,2.8019,165.88783937438606,,0.2723967134952545,0.7077454328536987,,
85,2.8353,160.75641046001994,,0.26848846673965454,0.7101848125457764,,
86,2.8686,166.81781310710056,,0.26063480973243713,0.7079919576644897,,
87,2.902,167.61313660390763,,0.25225356221199036,0.716643214225769,,
88,2.9354,168.18360154051786,,0.25473472476005554,0.7163318991661072,,
89,2.9687,166.09687945834892,,0.2581806778907776,0.716236412525177,,
90,3.0021,165.37871107857265,,0.2665157914161682,0.7182860374450684,,
91,3.0354,160.30024552413698,,0.2746390700340271,0.7180739045143127,,
92,3.0688,162.0985305950986,,0.28090301156044006,0.7179239988327026,,
93,3.1021,168.1110222982441,,0.28449711203575134,0.7174610495567322,,
94,3.1355,174.74832443556807,,0.2896566689014435,0.7171612977981567,,
95,3.1688,176.83427292313334,,0.29147112369537354,0.7162173986434937,,
96,3.2022,174.88113748789115,,0.2898898422718048,0.7160996198654175,,
97,3.2356,176.95984857162878,,0.291893869638443,0.7135511636734009,,
98,3.2689,175.4975211679016,,0.2908121347427368,0.7138741612434387,,
99,3.3023,177.7375880122276,,0.2959831953048706,0.7122223973274231,,
100,3.3356,175.92530955118295,172.6895836378638,0.29623162746429443,0.711348831653595,0.21822325885295868,0.7075015306472778
101,3.369,172.9119555770677,168.47471950507418,0.29701533913612366,0.7103126645088196,0.21876351535320282,0.7073854804039001
102,3.4023,175.90728874198285,170.86279774011965,0.30266526341438293,0.7104058861732483,0.22368155419826508,0.7076870203018188
103,3.4357,177.94286226069622,170.8435864080789,0.3088030517101288,0.7104825377464294,0.22759008407592773,0.7086019515991211
104,3.4691,176.51155244927628,172.8775279297287,0.309169739484787,0.7106903791427612,0.2295321524143219,0.7127953767776489
105,3.5024,178.97402018803987,177.39289511088552,0.3186817765235901,0.712005078792572,0.24330905079841614,0.7184169292449951
106,3.5358,178.91436697577177,171.2895711152574,0.3275948762893677,0.712897539138794,0.25166305899620056,0.7210763692855835
107,3.5691,173.75091379560283,160.57132836648137,0.3365054428577423,0.7161673307418823,0.26573842763900757,0.7221603989601135
108,3.6025,173.40653156915786,159.05555967755672,0.34177425503730774,0.7170971632003784,0.2788858711719513,0.72309410572052
109,3.6358,168.04682491933852,148.53030754262477,0.3462029993534088,0.7206991314888,0.2885357737541199,0.7227253913879395
110,3.6692,159.50478888976795,144.48273417356356,0.3448282778263092,0.7201896905899048,0.29219090938568115,0.7240716218948364
111,3.7025,149.32993294875033,138.8764759937091,0.3404388427734375,0.7197955250740051,0.30331483483314514,0.7233235836029053
112,3.7359,145.53631962509715,135.1823441813024,0.34260109066963196,0.719655454158783,0.3111898601055145,0.7214630842208862
113,3.7693,134.93374482021417,138.74481188534529,0.3496621251106262,0.7170891761779785,0.31705859303474426,0.7126508355140686
114,3.8026,135.34886225070247,133.10323224808238,0.3492671847343445,0.7157800197601318,0.3416688144207001,0.7099847793579102
115,3.836,143.8342894345319,141.41686324157294,0.34692472219467163,0.7168716192245483,0.3588932752609253,0.7105916738510132
116,3.8693,143.02466031898933,144.52715837662188,0.3483535945415497,0.7206600308418274,0.37872785329818726,0.7161494493484497
117,3.9027,152.98624304936712,151.18802150560842,0.34707069396972656,0.7209705114364624,0.3805714249610901,0.7174187302589417
118,3.936,157.44384143275724,154.13944225044824,0.35510382056236267,0.7280811071395874,0.39116761088371277,0.7243230938911438
119,3.9694,145.88608595202672,159.938476593528,0.36234086751937866,0.7275043725967407,0.3941577970981598,0.7253423929214478
120,4.0028,145.64802410625745,162.01513066378314,0.36348259449005127,0.7277718782424927,0.3952910304069519,0.7303392887115479
121,4.0361,145.44598491468798,163.19966168767283,0.3664288818836212,0.7271486520767212,0.4046592712402344,0.7354311943054199
122,4.0695,141.74240980937873,163.58056603238066,0.376531720161438,0.7274270057678223,0.4120137095451355,0.7362862229347229
123,4.1028,151.12495321496405,164.58700395550602,0.38565465807914734,0.7268693447113037,0.4159237742424011,0.734870433807373
124,4.1362,145.8359612296212,166.23336691613522,0.39734947681427,0.7279688715934753,0.42110225558280945,0.7375675439834595
125,4.1695,145.29081141409495,163.59719020727317,0.39931491017341614,0.7318945527076721,0.42940109968185425,0.7376762628555298
126,4.2029,145.4204964253293,167.05025345127854,0.409788578748703,0.7340211868286133,0.4304036498069763,0.7411059141159058
127,4.2362,146.48587582039016,172.85810085170814,0.4239720106124878,0.7364515066146851,0.4285699725151062,0.7412156462669373
128,4.2696,159.90705071970703,174.18390702117074,0.431426078081131,0.7459419369697571,0.4286428391933441,0.7550844550132751
129,4.303,145.06959467931517,175.8208585525583,0.4761577248573303,0.7439674735069275,0.4351726472377777,0.7549738883972168
130,4.3363,145.48953560397112,178.96014823330404,0.4771040678024292,0.7424542903900146,0.4365066587924957,0.7555687427520752
131,4.3697,138.62003080083642,176.64240196254806,0.5002581477165222,0.7436754703521729,0.4402318596839905,0.7560444474220276
132,4.403,130.77077826189347,178.9032625421521,0.523151159286499,0.7423847913742065,0.44186121225357056,0.7541525363922119
133,4.4364,140.3734962457977,176.01073549219765,0.5426703691482544,0.7418239116668701,0.4439981281757355,0.7528213262557983
134,4.4697,156.16797240221211,174.83613504777978,0.5564572811126709,0.7414642572402954,0.4452665448188782,0.7535108327865601
135,4.5031,161.38144188271315,176.06425989996384,0.5710198283195496,0.7413655519485474,0.450729101896286,0.7543516159057617
136,4.5365,172.47110652851038,179.0547926355469,0.5692476630210876,0.7465418577194214,0.46172550320625305,0.7543632984161377
137,4.5698,165.5409363150824,159.6951586599054,0.5455049276351929,0.7555848956108093,0.5290390849113464,0.757887601852417
138,4.6032,165.484664036909,175.63877876475314,0.5937872529029846,0.7536946535110474,0.49575427174568176,0.7581854462623596
139,4.6365,163.96769542660962,178.5770264950913,0.6075888872146606,0.7558534145355225,0.4992411732673645,0.7589372992515564
140,4.6699,162.96897986692545,159.45239657068893,0.6118394136428833,0.7542796730995178,0.5232770442962646,0.7587600946426392
141,4.7032,155.2188927298545,135.30744020043804,0.6190363764762878,0.7571025490760803,0.5582342743873596,0.7584925889968872
142,4.7366,141.43865254567822,130.1770347245038,0.6463271379470825,0.7575474381446838,0.5729951858520508,0.7581803798675537
143,4.7699,157.37325175277144,122.60583419771521,0.636648952960968,0.7565584778785706,0.5944326519966125,0.7574177980422974
144,4.8033,166.86103713398262,121.232261015577,0.6325047016143799,0.7559858560562134,0.609789252281189,0.7545746564865112
145,4.8367,158.6496898646111,119.43780827485435,0.6482672095298767,0.7569140195846558,0.6315898299217224,0.7515250444412231
146,4.87,157.2726673597601,143.39458016064384,0.6504835486412048,0.7565297484397888,0.6407390236854553,0.7515681385993958
147,4.9034,149.23904128648175,148.49738627980767,0.6637284755706787,0.7539523839950562,0.6495705246925354,0.7517611980438232
148,4.9367,149.39224241827955,144.172990476187,0.665610671043396,0.7541376948356628,0.6673719882965088,0.7522915601730347
149,4.9701,167.89103699071484,151.35904783053016,0.6534598469734192,0.7548732757568359,0.6722263693809509,0.7522763013839722
150,5.0034,170.71640327342124,157.45586162215733,0.6495262980461121,0.754858136177063,0.6955156326293945,0.7526525259017944
151,5.0368,172.18631386722453,166.10216766226003,0.6513496041297913,0.7533705234527588,0.7013342380523682,0.7551804780960083
152,5.0702,162.9252250172491,165.8647392538109,0.6612163782119751,0.7549328804016113,0.7089369893074036,0.7611485123634338
153,5.1035,171.5638636285224,168.38028579871224,0.6574707627296448,0.7527366876602173,0.7143701314926147,0.7610293626785278
154,5.1369,171.792939253501,171.79868284115312,0.6620455980300903,0.749127984046936,0.7224264740943909,0.7600167989730835
155,5.1702,153.04777126282937,170.4225277779577,0.6888517141342163,0.755145251750946,0.7372874617576599,0.763357937335968
