left_average_angle,left_min_angle,left_max_angle,left_range_of_motion,left_std_angle,right_average_angle,right_min_angle,right_max_angle,right_range_of_motion,right_std_angle,average_angle_difference,rom_difference,movement_duration_seconds,left_average_angle_change,left_max_angle_change,right_average_angle_change,right_max_angle_change,left_position_movement,right_position_movement
159.0048485554907,120.92734969871222,179.6591627414785,58.73181304276628,13.904517207827466,158.52433902567546,119.43780827485436,179.0547926355469,59.61698436069254,12.95630120267942,0.48050952981523665,0.8851713179262646,5.1368,5.688767979383514,48.31711237838056,5.241298753617308,24.144956370250895,0.010995627997757556,0.013082124122226512
